session,accumulated_power,activity_type,cadence,distance,enhanced_speed,heart_rate,power,speed,timestamp,date
Session_2024-12-08,148575.0,cycling,93.0,12477.9,11.414,104,137.0,11.414,2024-12-08 13:05:12,2024-12-08
Session_2024-12-08,148717.0,cycling,94.0,12489.34,11.439,104,142.0,11.439,2024-12-08 13:05:13,2024-12-08
Session_2024-12-08,148861.0,cycling,93.0,12500.8,11.464,105,144.0,11.464,2024-12-08 13:05:14,2024-12-08
Session_2024-12-08,149006.0,cycling,93.0,12512.29,11.494,105,145.0,11.494,2024-12-08 13:05:15,2024-12-08
Session_2024-12-08,149144.0,cycling,92.0,12523.79,11.494,105,138.0,11.494,2024-12-08 13:05:16,2024-12-08
Session_2024-12-08,149283.0,cycling,95.0,12535.29,11.506,105,139.0,11.506,2024-12-08 13:05:17,2024-12-08
Session_2024-12-08,149417.0,cycling,92.0,12546.78,11.483,105,134.0,11.483,2024-12-08 13:05:18,2024-12-08
Session_2024-12-08,149555.0,cycling,94.0,12558.27,11.494,105,138.0,11.494,2024-12-08 13:05:19,2024-12-08
Session_2024-12-08,149691.0,cycling,94.0,12569.75,11.472,105,136.0,11.472,2024-12-08 13:05:20,2024-12-08
Session_2024-12-08,149829.0,cycling,93.0,12581.23,11.483,105,138.0,11.483,2024-12-08 13:05:21,2024-12-08
Session_2024-12-08,149967.0,cycling,94.0,12592.72,11.494,105,138.0,11.494,2024-12-08 13:05:22,2024-12-08
Session_2024-12-08,150100.0,cycling,92.0,12604.21,11.483,105,133.0,11.483,2024-12-08 13:05:23,2024-12-08
Session_2024-12-08,150233.0,cycling,93.0,12615.67,11.461,105,133.0,11.461,2024-12-08 13:05:24,2024-12-08
Session_2024-12-08,150371.0,cycling,93.0,12627.14,11.472,106,138.0,11.472,2024-12-08 13:05:25,2024-12-08
Session_2024-12-08,150511.0,cycling,94.0,12638.62,11.483,106,140.0,11.483,2024-12-08 13:05:26,2024-12-08
Session_2024-12-08,150652.0,cycling,92.0,12650.13,11.506,106,141.0,11.506,2024-12-08 13:05:27,2024-12-08
Session_2024-12-08,150787.0,cycling,94.0,12661.62,11.494,106,135.0,11.494,2024-12-08 13:05:28,2024-12-08
Session_2024-12-08,150924.0,cycling,93.0,12673.14,11.517,106,137.0,11.517,2024-12-08 13:05:29,2024-12-08
Session_2024-12-08,151069.0,cycling,93.0,12684.67,11.531,107,145.0,11.531,2024-12-08 13:05:30,2024-12-08
Session_2024-12-08,151212.0,cycling,94.0,12696.22,11.553,107,143.0,11.553,2024-12-08 13:05:31,2024-12-08
Session_2024-12-08,151356.0,cycling,93.0,12707.79,11.564,106,144.0,11.564,2024-12-08 13:05:32,2024-12-08
Session_2024-12-08,151495.0,cycling,94.0,12719.35,11.564,106,139.0,11.564,2024-12-08 13:05:33,2024-12-08
Session_2024-12-08,151631.0,cycling,94.0,12730.9,11.553,106,136.0,11.553,2024-12-08 13:05:34,2024-12-08
Session_2024-12-08,151766.0,cycling,94.0,12742.44,11.542,106,135.0,11.542,2024-12-08 13:05:35,2024-12-08
Session_2024-12-08,151896.0,cycling,94.0,12753.96,11.517,106,130.0,11.517,2024-12-08 13:05:36,2024-12-08
Session_2024-12-08,152028.0,cycling,94.0,12765.46,11.494,107,132.0,11.494,2024-12-08 13:05:37,2024-12-08
Session_2024-12-08,152161.0,cycling,93.0,12776.95,11.494,107,133.0,11.494,2024-12-08 13:05:38,2024-12-08
Session_2024-12-08,152299.0,cycling,94.0,12788.43,11.483,107,138.0,11.483,2024-12-08 13:05:39,2024-12-08
Session_2024-12-08,152453.0,cycling,94.0,12799.99,11.553,107,154.0,11.553,2024-12-08 13:05:40,2024-12-08
Session_2024-12-08,152616.0,cycling,93.0,12811.58,11.6,107,163.0,11.6,2024-12-08 13:05:41,2024-12-08
Session_2024-12-08,152725.0,cycling,94.0,12823.12,11.531,107,109.0,11.531,2024-12-08 13:05:42,2024-12-08
Session_2024-12-08,152834.0,cycling,94.0,12834.54,11.428,107,109.0,11.428,2024-12-08 13:05:43,2024-12-08
Session_2024-12-08,152949.0,cycling,93.0,12845.9,11.358,107,115.0,11.358,2024-12-08 13:05:44,2024-12-08
Session_2024-12-08,153072.0,cycling,90.0,12857.24,11.336,107,123.0,11.336,2024-12-08 13:05:45,2024-12-08
Session_2024-12-08,153201.0,cycling,93.0,12868.56,11.319,107,129.0,11.319,2024-12-08 13:05:46,2024-12-08
Session_2024-12-08,153338.0,cycling,91.0,12879.88,11.325,107,137.0,11.325,2024-12-08 13:05:47,2024-12-08
Session_2024-12-08,153467.0,cycling,93.0,12891.2,11.314,107,129.0,11.314,2024-12-08 13:05:48,2024-12-08
Session_2024-12-08,153605.0,cycling,91.0,12902.51,11.319,107,138.0,11.319,2024-12-08 13:05:49,2024-12-08
Session_2024-12-08,153732.0,cycling,92.0,12913.82,11.303,107,127.0,11.303,2024-12-08 13:05:50,2024-12-08
Session_2024-12-08,153862.0,cycling,92.0,12925.11,11.292,107,130.0,11.292,2024-12-08 13:05:51,2024-12-08
Session_2024-12-08,153986.0,cycling,92.0,12936.39,11.281,107,124.0,11.281,2024-12-08 13:05:52,2024-12-08
Session_2024-12-08,154112.0,cycling,90.0,12947.65,11.261,107,126.0,11.261,2024-12-08 13:05:53,2024-12-08
Session_2024-12-08,154251.0,cycling,92.0,12958.93,11.281,106,139.0,11.281,2024-12-08 13:05:54,2024-12-08
Session_2024-12-08,154402.0,cycling,92.0,12970.28,11.347,106,151.0,11.347,2024-12-08 13:05:55,2024-12-08
Session_2024-12-08,154537.0,cycling,92.0,12981.63,11.356,106,135.0,11.356,2024-12-08 13:05:56,2024-12-08
Session_2024-12-08,154670.0,cycling,92.0,12992.98,11.347,106,133.0,11.347,2024-12-08 13:05:57,2024-12-08
Session_2024-12-08,154803.0,cycling,92.0,13004.33,11.347,105,133.0,11.347,2024-12-08 13:05:58,2024-12-08
Session_2024-12-08,154939.0,cycling,93.0,13015.68,11.347,105,136.0,11.347,2024-12-08 13:05:59,2024-12-08
Session_2024-12-08,155066.0,cycling,92.0,13027.01,11.331,105,127.0,11.331,2024-12-08 13:06:00,2024-12-08
Session_2024-12-08,155196.0,cycling,91.0,13038.32,11.314,104,130.0,11.314,2024-12-08 13:06:01,2024-12-08
Session_2024-12-08,155327.0,cycling,92.0,13049.62,11.303,104,131.0,11.303,2024-12-08 13:06:02,2024-12-08
Session_2024-12-08,155465.0,cycling,93.0,13060.96,11.336,103,138.0,11.336,2024-12-08 13:06:03,2024-12-08
Session_2024-12-08,155602.0,cycling,92.0,13072.3,11.342,103,137.0,11.342,2024-12-08 13:06:04,2024-12-08
Session_2024-12-08,155735.0,cycling,92.0,13083.64,11.336,103,133.0,11.336,2024-12-08 13:06:05,2024-12-08
Session_2024-12-08,155870.0,cycling,92.0,13094.97,11.336,103,135.0,11.336,2024-12-08 13:06:06,2024-12-08
Session_2024-12-08,156005.0,cycling,93.0,13106.31,11.336,103,135.0,11.336,2024-12-08 13:06:07,2024-12-08
Session_2024-12-08,156149.0,cycling,92.0,13117.69,11.378,103,144.0,11.378,2024-12-08 13:06:08,2024-12-08
Session_2024-12-08,156287.0,cycling,93.0,13129.07,11.381,103,138.0,11.381,2024-12-08 13:06:09,2024-12-08
Session_2024-12-08,156420.0,cycling,92.0,13140.44,11.369,103,133.0,11.369,2024-12-08 13:06:10,2024-12-08
Session_2024-12-08,156549.0,cycling,93.0,13151.79,11.358,103,129.0,11.358,2024-12-08 13:06:11,2024-12-08
Session_2024-12-08,156679.0,cycling,92.0,13163.14,11.347,103,130.0,11.347,2024-12-08 13:06:12,2024-12-08
Session_2024-12-08,156810.0,cycling,92.0,13174.48,11.342,103,131.0,11.342,2024-12-08 13:06:13,2024-12-08
Session_2024-12-08,156948.0,cycling,92.0,13185.85,11.369,103,138.0,11.369,2024-12-08 13:06:14,2024-12-08
Session_2024-12-08,157087.0,cycling,92.0,13197.22,11.369,103,139.0,11.369,2024-12-08 13:06:15,2024-12-08
Session_2024-12-08,157227.0,cycling,92.0,13208.64,11.414,103,140.0,11.414,2024-12-08 13:06:16,2024-12-08
Session_2024-12-08,157372.0,cycling,93.0,13220.06,11.428,103,145.0,11.428,2024-12-08 13:06:17,2024-12-08
Session_2024-12-08,157501.0,cycling,93.0,13231.49,11.428,103,129.0,11.428,2024-12-08 13:06:18,2024-12-08
Session_2024-12-08,157629.0,cycling,92.0,13242.89,11.403,103,128.0,11.403,2024-12-08 13:06:19,2024-12-08
Session_2024-12-08,157758.0,cycling,92.0,13254.29,11.392,103,129.0,11.392,2024-12-08 13:06:20,2024-12-08
Session_2024-12-08,157885.0,cycling,93.0,13265.64,11.358,103,127.0,11.358,2024-12-08 13:06:21,2024-12-08
Session_2024-12-08,158021.0,cycling,93.0,13277.0,11.358,103,136.0,11.358,2024-12-08 13:06:22,2024-12-08
Session_2024-12-08,158173.0,cycling,93.0,13288.44,11.439,103,152.0,11.439,2024-12-08 13:06:23,2024-12-08
Session_2024-12-08,158308.0,cycling,93.0,13299.87,11.428,103,135.0,11.428,2024-12-08 13:06:24,2024-12-08
Session_2024-12-08,158440.0,cycling,93.0,13311.31,11.439,103,132.0,11.439,2024-12-08 13:06:25,2024-12-08
Session_2024-12-08,158574.0,cycling,93.0,13322.72,11.414,104,134.0,11.414,2024-12-08 13:06:26,2024-12-08
Session_2024-12-08,158702.0,cycling,91.0,13334.12,11.403,104,128.0,11.403,2024-12-08 13:06:27,2024-12-08
Session_2024-12-08,158836.0,cycling,93.0,13345.53,11.403,104,134.0,11.403,2024-12-08 13:06:28,2024-12-08
Session_2024-12-08,158969.0,cycling,91.0,13356.92,11.392,104,133.0,11.392,2024-12-08 13:06:29,2024-12-08
Session_2024-12-08,159103.0,cycling,94.0,13368.31,11.392,104,134.0,11.392,2024-12-08 13:06:30,2024-12-08
Session_2024-12-08,159239.0,cycling,92.0,13379.71,11.403,105,136.0,11.403,2024-12-08 13:06:31,2024-12-08
Session_2024-12-08,159375.0,cycling,93.0,13391.1,11.392,104,136.0,11.392,2024-12-08 13:06:32,2024-12-08
Session_2024-12-08,159512.0,cycling,93.0,13402.52,11.414,104,137.0,11.414,2024-12-08 13:06:33,2024-12-08
Session_2024-12-08,159642.0,cycling,93.0,13413.91,11.392,104,130.0,11.392,2024-12-08 13:06:34,2024-12-08
Session_2024-12-08,159771.0,cycling,92.0,13425.28,11.369,105,129.0,11.369,2024-12-08 13:06:35,2024-12-08
Session_2024-12-08,159904.0,cycling,92.0,13436.67,11.392,105,133.0,11.392,2024-12-08 13:06:36,2024-12-08
Session_2024-12-08,160043.0,cycling,93.0,13448.06,11.392,105,139.0,11.392,2024-12-08 13:06:37,2024-12-08
Session_2024-12-08,160181.0,cycling,93.0,13459.48,11.414,105,138.0,11.414,2024-12-08 13:06:38,2024-12-08
Session_2024-12-08,160314.0,cycling,92.0,13470.88,11.403,105,133.0,11.403,2024-12-08 13:06:39,2024-12-08
Session_2024-12-08,160453.0,cycling,93.0,13482.31,11.428,105,139.0,11.428,2024-12-08 13:06:40,2024-12-08
Session_2024-12-08,160591.0,cycling,92.0,13493.76,11.45,105,138.0,11.45,2024-12-08 13:06:41,2024-12-08
Session_2024-12-08,160756.0,cycling,94.0,13505.32,11.564,105,165.0,11.564,2024-12-08 13:06:42,2024-12-08
Session_2024-12-08,160894.0,cycling,93.0,13516.84,11.517,104,138.0,11.517,2024-12-08 13:06:43,2024-12-08
Session_2024-12-08,161020.0,cycling,93.0,13528.32,11.483,104,126.0,11.483,2024-12-08 13:06:44,2024-12-08
Session_2024-12-08,161139.0,cycling,93.0,13539.75,11.428,105,119.0,11.428,2024-12-08 13:06:45,2024-12-08
Session_2024-12-08,161267.0,cycling,93.0,13551.16,11.414,105,128.0,11.414,2024-12-08 13:06:46,2024-12-08
Session_2024-12-08,161401.0,cycling,93.0,13562.55,11.392,103,134.0,11.392,2024-12-08 13:06:47,2024-12-08
Session_2024-12-08,161537.0,cycling,91.0,13573.94,11.392,102,136.0,11.392,2024-12-08 13:06:48,2024-12-08
Session_2024-12-08,161687.0,cycling,94.0,13585.41,11.461,102,150.0,11.461,2024-12-08 13:06:49,2024-12-08
Session_2024-12-08,161827.0,cycling,93.0,13596.86,11.45,101,140.0,11.45,2024-12-08 13:06:50,2024-12-08
Session_2024-12-08,161962.0,cycling,93.0,13608.31,11.45,101,135.0,11.45,2024-12-08 13:06:51,2024-12-08
Session_2024-12-08,162094.0,cycling,93.0,13619.74,11.439,102,132.0,11.439,2024-12-08 13:06:52,2024-12-08
Session_2024-12-08,162231.0,cycling,93.0,13631.18,11.439,102,137.0,11.439,2024-12-08 13:06:53,2024-12-08
Session_2024-12-08,162372.0,cycling,93.0,13642.63,11.45,102,141.0,11.45,2024-12-08 13:06:54,2024-12-08
Session_2024-12-08,162510.0,cycling,93.0,13654.08,11.45,102,138.0,11.45,2024-12-08 13:06:55,2024-12-08
Session_2024-12-08,162647.0,cycling,93.0,13665.53,11.45,103,137.0,11.45,2024-12-08 13:06:56,2024-12-08
Session_2024-12-08,162778.0,cycling,92.0,13676.96,11.428,103,131.0,11.428,2024-12-08 13:06:57,2024-12-08
Session_2024-12-08,162916.0,cycling,93.0,13688.4,11.439,103,138.0,11.439,2024-12-08 13:06:58,2024-12-08
Session_2024-12-08,163052.0,cycling,94.0,13699.84,11.439,104,136.0,11.439,2024-12-08 13:06:59,2024-12-08
Session_2024-12-08,163183.0,cycling,92.0,13711.28,11.439,104,131.0,11.439,2024-12-08 13:07:00,2024-12-08
Session_2024-12-08,163313.0,cycling,92.0,13722.68,11.403,104,130.0,11.403,2024-12-08 13:07:01,2024-12-08
Session_2024-12-08,163448.0,cycling,92.0,13734.09,11.414,103,135.0,11.414,2024-12-08 13:07:02,2024-12-08
Session_2024-12-08,163583.0,cycling,93.0,13745.52,11.428,103,135.0,11.428,2024-12-08 13:07:03,2024-12-08
Session_2024-12-08,163716.0,cycling,92.0,13756.92,11.403,103,133.0,11.403,2024-12-08 13:07:04,2024-12-08
Session_2024-12-08,163839.0,cycling,93.0,13768.25,11.325,103,123.0,11.325,2024-12-08 13:07:05,2024-12-08
Session_2024-12-08,163975.0,cycling,92.0,13779.6,11.347,104,136.0,11.347,2024-12-08 13:07:06,2024-12-08
Session_2024-12-08,164111.0,cycling,92.0,13790.95,11.356,104,136.0,11.356,2024-12-08 13:07:07,2024-12-08
Session_2024-12-08,164250.0,cycling,92.0,13802.33,11.381,104,139.0,11.381,2024-12-08 13:07:08,2024-12-08
Session_2024-12-08,164388.0,cycling,93.0,13813.72,11.392,104,138.0,11.392,2024-12-08 13:07:09,2024-12-08
Session_2024-12-08,164528.0,cycling,93.0,13825.13,11.403,103,140.0,11.403,2024-12-08 13:07:10,2024-12-08
Session_2024-12-08,164664.0,cycling,92.0,13836.53,11.403,103,136.0,11.403,2024-12-08 13:07:11,2024-12-08
Session_2024-12-08,164795.0,cycling,93.0,13847.93,11.403,103,131.0,11.403,2024-12-08 13:07:12,2024-12-08
Session_2024-12-08,164926.0,cycling,92.0,13859.3,11.369,103,131.0,11.369,2024-12-08 13:07:13,2024-12-08
Session_2024-12-08,165059.0,cycling,93.0,13870.68,11.381,103,133.0,11.381,2024-12-08 13:07:14,2024-12-08
Session_2024-12-08,165187.0,cycling,92.0,13882.02,11.336,103,128.0,11.336,2024-12-08 13:07:15,2024-12-08
Session_2024-12-08,165317.0,cycling,92.0,13893.35,11.336,104,130.0,11.336,2024-12-08 13:07:16,2024-12-08
Session_2024-12-08,165445.0,cycling,91.0,13904.67,11.319,104,128.0,11.319,2024-12-08 13:07:17,2024-12-08
Session_2024-12-08,165579.0,cycling,93.0,13915.99,11.314,103,134.0,11.314,2024-12-08 13:07:18,2024-12-08
Session_2024-12-08,165712.0,cycling,91.0,13927.3,11.314,102,133.0,11.314,2024-12-08 13:07:19,2024-12-08
Session_2024-12-08,165850.0,cycling,92.0,13938.63,11.336,102,138.0,11.336,2024-12-08 13:07:20,2024-12-08
Session_2024-12-08,165988.0,cycling,93.0,13949.98,11.342,102,138.0,11.342,2024-12-08 13:07:21,2024-12-08
Session_2024-12-08,166128.0,cycling,91.0,13961.35,11.369,102,140.0,11.369,2024-12-08 13:07:22,2024-12-08
Session_2024-12-08,166261.0,cycling,92.0,13972.71,11.369,102,133.0,11.369,2024-12-08 13:07:23,2024-12-08
Session_2024-12-08,166397.0,cycling,93.0,13984.08,11.369,102,136.0,11.369,2024-12-08 13:07:24,2024-12-08
Session_2024-12-08,166532.0,cycling,92.0,13995.46,11.378,102,135.0,11.378,2024-12-08 13:07:25,2024-12-08
Session_2024-12-08,166667.0,cycling,93.0,14006.84,11.381,102,135.0,11.381,2024-12-08 13:07:26,2024-12-08
Session_2024-12-08,166806.0,cycling,93.0,14018.22,11.381,102,139.0,11.381,2024-12-08 13:07:27,2024-12-08
Session_2024-12-08,166942.0,cycling,91.0,14029.62,11.392,102,136.0,11.392,2024-12-08 13:07:28,2024-12-08
Session_2024-12-08,167075.0,cycling,93.0,14040.98,11.369,102,133.0,11.369,2024-12-08 13:07:29,2024-12-08
Session_2024-12-08,167213.0,cycling,93.0,14052.37,11.381,102,138.0,11.381,2024-12-08 13:07:30,2024-12-08
Session_2024-12-08,167342.0,cycling,92.0,14063.73,11.367,102,129.0,11.367,2024-12-08 13:07:31,2024-12-08
Session_2024-12-08,167470.0,cycling,91.0,14075.09,11.358,102,128.0,11.358,2024-12-08 13:07:32,2024-12-08
Session_2024-12-08,167599.0,cycling,92.0,14086.42,11.325,102,129.0,11.325,2024-12-08 13:07:33,2024-12-08
Session_2024-12-08,167727.0,cycling,93.0,14097.74,11.325,102,128.0,11.325,2024-12-08 13:07:34,2024-12-08
Session_2024-12-08,167867.0,cycling,92.0,14109.07,11.331,102,140.0,11.331,2024-12-08 13:07:35,2024-12-08
Session_2024-12-08,167999.0,cycling,91.0,14120.4,11.325,102,132.0,11.325,2024-12-08 13:07:36,2024-12-08
Session_2024-12-08,168130.0,cycling,91.0,14131.71,11.314,102,131.0,11.314,2024-12-08 13:07:37,2024-12-08
Session_2024-12-08,168263.0,cycling,92.0,14143.03,11.319,102,133.0,11.319,2024-12-08 13:07:38,2024-12-08
Session_2024-12-08,168402.0,cycling,93.0,14154.35,11.325,103,139.0,11.325,2024-12-08 13:07:39,2024-12-08
Session_2024-12-08,168540.0,cycling,92.0,14165.7,11.347,103,138.0,11.347,2024-12-08 13:07:40,2024-12-08
Session_2024-12-08,168673.0,cycling,92.0,14177.04,11.336,103,133.0,11.336,2024-12-08 13:07:41,2024-12-08
Session_2024-12-08,168815.0,cycling,93.0,14188.42,11.381,104,142.0,11.381,2024-12-08 13:07:42,2024-12-08
Session_2024-12-08,168951.0,cycling,93.0,14199.8,11.378,104,136.0,11.378,2024-12-08 13:07:43,2024-12-08
Session_2024-12-08,169083.0,cycling,91.0,14211.17,11.369,104,132.0,11.369,2024-12-08 13:07:44,2024-12-08
Session_2024-12-08,169217.0,cycling,93.0,14222.53,11.369,103,134.0,11.369,2024-12-08 13:07:45,2024-12-08
Session_2024-12-08,169354.0,cycling,91.0,14233.92,11.381,103,137.0,11.381,2024-12-08 13:07:46,2024-12-08
Session_2024-12-08,169496.0,cycling,93.0,14245.33,11.414,103,142.0,11.414,2024-12-08 13:07:47,2024-12-08
Session_2024-12-08,169635.0,cycling,91.0,14256.74,11.414,103,139.0,11.414,2024-12-08 13:07:48,2024-12-08
Session_2024-12-08,169773.0,cycling,94.0,14268.17,11.428,103,138.0,11.428,2024-12-08 13:07:49,2024-12-08
Session_2024-12-08,169910.0,cycling,92.0,14279.6,11.428,103,137.0,11.428,2024-12-08 13:07:50,2024-12-08
Session_2024-12-08,170042.0,cycling,93.0,14291.01,11.414,103,132.0,11.414,2024-12-08 13:07:51,2024-12-08
Session_2024-12-08,170178.0,cycling,93.0,14302.44,11.428,103,136.0,11.428,2024-12-08 13:07:52,2024-12-08
Session_2024-12-08,170326.0,cycling,93.0,14313.93,11.494,103,148.0,11.494,2024-12-08 13:07:53,2024-12-08
Session_2024-12-08,170464.0,cycling,93.0,14325.43,11.494,103,138.0,11.494,2024-12-08 13:07:54,2024-12-08
Session_2024-12-08,170597.0,cycling,94.0,14336.91,11.483,104,133.0,11.483,2024-12-08 13:07:55,2024-12-08
Session_2024-12-08,170730.0,cycling,93.0,14348.38,11.472,103,133.0,11.472,2024-12-08 13:07:56,2024-12-08
Session_2024-12-08,170864.0,cycling,93.0,14359.85,11.461,104,134.0,11.461,2024-12-08 13:07:57,2024-12-08
Session_2024-12-08,170993.0,cycling,92.0,14371.28,11.439,103,129.0,11.439,2024-12-08 13:07:58,2024-12-08
Session_2024-12-08,171124.0,cycling,94.0,14382.71,11.428,103,131.0,11.428,2024-12-08 13:07:59,2024-12-08
Session_2024-12-08,171250.0,cycling,93.0,14394.11,11.403,104,126.0,11.403,2024-12-08 13:08:00,2024-12-08
Session_2024-12-08,171389.0,cycling,93.0,14405.52,11.403,103,139.0,11.403,2024-12-08 13:08:01,2024-12-08
Session_2024-12-08,171532.0,cycling,92.0,14416.94,11.428,103,143.0,11.428,2024-12-08 13:08:02,2024-12-08
Session_2024-12-08,171672.0,cycling,94.0,14428.41,11.461,104,140.0,11.461,2024-12-08 13:08:03,2024-12-08
Session_2024-12-08,171808.0,cycling,93.0,14439.87,11.461,104,136.0,11.461,2024-12-08 13:08:04,2024-12-08
Session_2024-12-08,171949.0,cycling,92.0,14451.34,11.472,104,141.0,11.472,2024-12-08 13:08:05,2024-12-08
Session_2024-12-08,172089.0,cycling,95.0,14462.83,11.494,104,140.0,11.494,2024-12-08 13:08:06,2024-12-08
Session_2024-12-08,172224.0,cycling,93.0,14474.33,11.494,105,135.0,11.494,2024-12-08 13:08:07,2024-12-08
Session_2024-12-08,172351.0,cycling,95.0,14485.79,11.461,105,127.0,11.461,2024-12-08 13:08:08,2024-12-08
Session_2024-12-08,172489.0,cycling,93.0,14497.26,11.475,105,138.0,11.475,2024-12-08 13:08:09,2024-12-08
Session_2024-12-08,172622.0,cycling,92.0,14508.71,11.45,105,133.0,11.45,2024-12-08 13:08:10,2024-12-08
Session_2024-12-08,172754.0,cycling,93.0,14520.16,11.45,105,132.0,11.45,2024-12-08 13:08:11,2024-12-08
Session_2024-12-08,172885.0,cycling,92.0,14531.59,11.428,105,131.0,11.428,2024-12-08 13:08:12,2024-12-08
Session_2024-12-08,173033.0,cycling,94.0,14543.06,11.472,104,148.0,11.472,2024-12-08 13:08:13,2024-12-08
Session_2024-12-08,173184.0,cycling,93.0,14554.57,11.506,104,151.0,11.506,2024-12-08 13:08:14,2024-12-08
Session_2024-12-08,173324.0,cycling,93.0,14566.1,11.531,104,140.0,11.531,2024-12-08 13:08:15,2024-12-08
Session_2024-12-08,173460.0,cycling,95.0,14577.59,11.494,104,136.0,11.494,2024-12-08 13:08:16,2024-12-08
Session_2024-12-08,173596.0,cycling,93.0,14589.11,11.517,104,136.0,11.517,2024-12-08 13:08:17,2024-12-08
Session_2024-12-08,173734.0,cycling,93.0,14600.62,11.506,105,138.0,11.506,2024-12-08 13:08:18,2024-12-08
Session_2024-12-08,173873.0,cycling,94.0,14612.15,11.531,105,139.0,11.531,2024-12-08 13:08:19,2024-12-08
Session_2024-12-08,174013.0,cycling,94.0,14623.66,11.517,105,140.0,11.517,2024-12-08 13:08:20,2024-12-08
Session_2024-12-08,174154.0,cycling,93.0,14635.21,11.542,104,141.0,11.542,2024-12-08 13:08:21,2024-12-08
Session_2024-12-08,174300.0,cycling,95.0,14646.77,11.564,104,146.0,11.564,2024-12-08 13:08:22,2024-12-08
Session_2024-12-08,174446.0,cycling,93.0,14658.37,11.6,104,146.0,11.6,2024-12-08 13:08:23,2024-12-08
Session_2024-12-08,174585.0,cycling,93.0,14669.97,11.6,104,139.0,11.6,2024-12-08 13:08:24,2024-12-08
Session_2024-12-08,174718.0,cycling,96.0,14681.55,11.586,104,133.0,11.586,2024-12-08 13:08:25,2024-12-08
Session_2024-12-08,174869.0,cycling,94.0,14693.19,11.633,104,151.0,11.633,2024-12-08 13:08:26,2024-12-08
Session_2024-12-08,175008.0,cycling,93.0,14704.82,11.633,105,139.0,11.633,2024-12-08 13:08:27,2024-12-08
Session_2024-12-08,175137.0,cycling,95.0,14716.42,11.6,105,129.0,11.6,2024-12-08 13:08:28,2024-12-08
Session_2024-12-08,175267.0,cycling,94.0,14727.98,11.564,105,130.0,11.564,2024-12-08 13:08:29,2024-12-08
Session_2024-12-08,175398.0,cycling,94.0,14739.54,11.553,105,131.0,11.553,2024-12-08 13:08:30,2024-12-08
Session_2024-12-08,175537.0,cycling,93.0,14751.09,11.553,106,139.0,11.553,2024-12-08 13:08:31,2024-12-08
Session_2024-12-08,175674.0,cycling,94.0,14762.64,11.553,106,137.0,11.553,2024-12-08 13:08:32,2024-12-08
Session_2024-12-08,175816.0,cycling,94.0,14774.21,11.564,106,142.0,11.564,2024-12-08 13:08:33,2024-12-08
Session_2024-12-08,175954.0,cycling,93.0,14785.77,11.564,105,138.0,11.564,2024-12-08 13:08:34,2024-12-08
Session_2024-12-08,176090.0,cycling,94.0,14797.32,11.553,105,136.0,11.553,2024-12-08 13:08:35,2024-12-08
Session_2024-12-08,176228.0,cycling,94.0,14808.89,11.564,104,138.0,11.564,2024-12-08 13:08:36,2024-12-08
Session_2024-12-08,176372.0,cycling,94.0,14820.46,11.575,104,144.0,11.575,2024-12-08 13:08:37,2024-12-08
Session_2024-12-08,176512.0,cycling,94.0,14832.05,11.589,103,140.0,11.589,2024-12-08 13:08:38,2024-12-08
Session_2024-12-08,176660.0,cycling,94.0,14843.66,11.611,103,148.0,11.611,2024-12-08 13:08:39,2024-12-08
Session_2024-12-08,176798.0,cycling,94.0,14855.27,11.611,103,138.0,11.611,2024-12-08 13:08:40,2024-12-08
Session_2024-12-08,176941.0,cycling,95.0,14866.88,11.611,103,143.0,11.611,2024-12-08 13:08:41,2024-12-08
Session_2024-12-08,177074.0,cycling,95.0,14878.48,11.6,103,133.0,11.6,2024-12-08 13:08:42,2024-12-08
Session_2024-12-08,177213.0,cycling,94.0,14890.08,11.6,103,139.0,11.6,2024-12-08 13:08:43,2024-12-08
Session_2024-12-08,177348.0,cycling,95.0,14901.67,11.586,103,135.0,11.586,2024-12-08 13:08:44,2024-12-08
Session_2024-12-08,177480.0,cycling,94.0,14913.23,11.564,103,132.0,11.564,2024-12-08 13:08:45,2024-12-08
Session_2024-12-08,177613.0,cycling,93.0,14924.8,11.564,103,133.0,11.564,2024-12-08 13:08:46,2024-12-08
Session_2024-12-08,177750.0,cycling,93.0,14936.35,11.556,103,137.0,11.556,2024-12-08 13:08:47,2024-12-08
Session_2024-12-08,177889.0,cycling,96.0,14947.9,11.553,103,139.0,11.553,2024-12-08 13:08:48,2024-12-08
Session_2024-12-08,178028.0,cycling,93.0,14959.47,11.564,103,139.0,11.564,2024-12-08 13:08:49,2024-12-08
Session_2024-12-08,178163.0,cycling,96.0,14971.02,11.553,104,135.0,11.553,2024-12-08 13:08:50,2024-12-08
Session_2024-12-08,178300.0,cycling,93.0,14982.56,11.542,104,137.0,11.542,2024-12-08 13:08:51,2024-12-08
Session_2024-12-08,178434.0,cycling,96.0,14994.09,11.531,104,134.0,11.531,2024-12-08 13:08:52,2024-12-08
Session_2024-12-08,178563.0,cycling,93.0,15005.59,11.494,104,129.0,11.494,2024-12-08 13:08:53,2024-12-08
Session_2024-12-08,178695.0,cycling,92.0,15017.08,11.494,104,132.0,11.494,2024-12-08 13:08:54,2024-12-08
Session_2024-12-08,178833.0,cycling,94.0,15028.58,11.494,104,138.0,11.494,2024-12-08 13:08:55,2024-12-08
Session_2024-12-08,178970.0,cycling,94.0,15040.07,11.494,104,137.0,11.494,2024-12-08 13:08:56,2024-12-08
