session,accumulated_power,activity_type,cadence,distance,enhanced_speed,heart_rate,power,speed,timestamp,date
Session_2023-12-05,139.0,cycling,74.0,3.58,3.583,90,139.0,3.583,2023-12-05 12:30:35,2023-12-05
Session_2023-12-05,268.0,cycling,78.0,7.5,3.917,91,129.0,3.917,2023-12-05 12:30:36,2023-12-05
Session_2023-12-05,377.0,cycling,80.0,11.72,4.222,93,109.0,4.222,2023-12-05 12:30:37,2023-12-05
Session_2023-12-05,468.0,cycling,84.0,16.25,4.528,93,91.0,4.528,2023-12-05 12:30:38,2023-12-05
Session_2023-12-05,558.0,cycling,88.0,21.08,4.833,95,90.0,4.833,2023-12-05 12:30:39,2023-12-05
Session_2023-12-05,648.0,cycling,88.0,26.25,5.167,96,90.0,5.167,2023-12-05 12:30:40,2023-12-05
Session_2023-12-05,739.0,cycling,91.0,31.72,5.472,96,91.0,5.472,2023-12-05 12:30:41,2023-12-05
Session_2023-12-05,825.0,cycling,96.0,37.5,5.778,96,86.0,5.778,2023-12-05 12:30:42,2023-12-05
Session_2023-12-05,915.0,cycling,83.0,43.5,6.0,96,90.0,6.0,2023-12-05 12:30:43,2023-12-05
Session_2023-12-05,1007.0,cycling,84.0,49.72,6.222,96,92.0,6.222,2023-12-05 12:30:44,2023-12-05
Session_2023-12-05,1101.0,cycling,86.0,56.96,7.242,96,94.0,7.242,2023-12-05 12:30:45,2023-12-05
Session_2023-12-05,1198.0,cycling,87.0,64.31,7.344,96,97.0,7.344,2023-12-05 12:30:46,2023-12-05
Session_2023-12-05,1291.0,cycling,89.0,71.72,7.414,96,93.0,7.414,2023-12-05 12:30:47,2023-12-05
Session_2023-12-05,1383.0,cycling,89.0,79.18,7.461,96,92.0,7.461,2023-12-05 12:30:48,2023-12-05
Session_2023-12-05,1476.0,cycling,88.0,86.7,7.519,97,93.0,7.519,2023-12-05 12:30:49,2023-12-05
Session_2023-12-05,1561.0,cycling,91.0,94.24,7.539,98,85.0,7.539,2023-12-05 12:30:50,2023-12-05
Session_2023-12-05,1648.0,cycling,90.0,101.82,7.578,98,87.0,7.578,2023-12-05 12:30:51,2023-12-05
Session_2023-12-05,1746.0,cycling,92.0,109.48,7.658,98,98.0,7.658,2023-12-05 12:30:52,2023-12-05
Session_2023-12-05,1855.0,cycling,80.0,117.27,7.792,99,109.0,7.792,2023-12-05 12:30:53,2023-12-05
Session_2023-12-05,1968.0,cycling,85.0,125.18,7.911,99,113.0,7.911,2023-12-05 12:30:54,2023-12-05
Session_2023-12-05,2084.0,cycling,83.0,133.23,8.05,101,116.0,8.05,2023-12-05 12:30:55,2023-12-05
Session_2023-12-05,2202.0,cycling,85.0,141.43,8.197,99,118.0,8.197,2023-12-05 12:30:56,2023-12-05
Session_2023-12-05,2312.0,cycling,86.0,149.69,8.267,99,110.0,8.267,2023-12-05 12:30:57,2023-12-05
Session_2023-12-05,2431.0,cycling,87.0,158.07,8.378,99,119.0,8.378,2023-12-05 12:30:58,2023-12-05
Session_2023-12-05,2557.0,cycling,90.0,166.59,8.519,99,126.0,8.519,2023-12-05 12:30:59,2023-12-05
Session_2023-12-05,2645.0,cycling,89.0,175.09,8.494,99,88.0,8.494,2023-12-05 12:31:00,2023-12-05
Session_2023-12-05,2740.0,cycling,88.0,183.61,8.519,100,95.0,8.519,2023-12-05 12:31:01,2023-12-05
Session_2023-12-05,2844.0,cycling,90.0,192.17,8.561,100,104.0,8.561,2023-12-05 12:31:02,2023-12-05
Session_2023-12-05,2944.0,cycling,89.0,200.73,8.561,100,100.0,8.561,2023-12-05 12:31:03,2023-12-05
Session_2023-12-05,3037.0,cycling,91.0,209.29,8.561,100,93.0,8.561,2023-12-05 12:31:04,2023-12-05
Session_2023-12-05,3129.0,cycling,89.0,217.84,8.553,100,92.0,8.553,2023-12-05 12:31:05,2023-12-05
Session_2023-12-05,3226.0,cycling,89.0,226.38,8.536,100,97.0,8.536,2023-12-05 12:31:06,2023-12-05
Session_2023-12-05,3322.0,cycling,89.0,234.9,8.519,100,96.0,8.519,2023-12-05 12:31:07,2023-12-05
Session_2023-12-05,3407.0,cycling,89.0,243.36,8.461,100,85.0,8.461,2023-12-05 12:31:08,2023-12-05
Session_2023-12-05,3491.0,cycling,91.0,251.79,8.433,99,84.0,8.433,2023-12-05 12:31:09,2023-12-05
Session_2023-12-05,3584.0,cycling,87.0,260.24,8.453,99,93.0,8.453,2023-12-05 12:31:10,2023-12-05
Session_2023-12-05,3678.0,cycling,88.0,268.69,8.444,98,94.0,8.444,2023-12-05 12:31:11,2023-12-05
Session_2023-12-05,3770.0,cycling,89.0,277.1,8.414,97,92.0,8.414,2023-12-05 12:31:12,2023-12-05
Session_2023-12-05,3848.0,cycling,89.0,285.47,8.364,96,78.0,8.364,2023-12-05 12:31:13,2023-12-05
Session_2023-12-05,3930.0,cycling,86.0,293.79,8.322,95,82.0,8.322,2023-12-05 12:31:14,2023-12-05
Session_2023-12-05,4002.0,cycling,87.0,302.01,8.222,94,72.0,8.222,2023-12-05 12:31:15,2023-12-05
Session_2023-12-05,4077.0,cycling,89.0,310.19,8.181,94,75.0,8.181,2023-12-05 12:31:16,2023-12-05
Session_2023-12-05,4163.0,cycling,84.0,318.33,8.133,95,86.0,8.133,2023-12-05 12:31:17,2023-12-05
Session_2023-12-05,4232.0,cycling,85.0,326.36,8.031,95,69.0,8.031,2023-12-05 12:31:18,2023-12-05
Session_2023-12-05,4306.0,cycling,85.0,334.33,7.975,95,74.0,7.975,2023-12-05 12:31:19,2023-12-05
Session_2023-12-05,4395.0,cycling,84.0,342.28,7.95,96,89.0,7.95,2023-12-05 12:31:20,2023-12-05
Session_2023-12-05,4509.0,cycling,85.0,350.37,8.089,96,114.0,8.089,2023-12-05 12:31:21,2023-12-05
Session_2023-12-05,4658.0,cycling,85.0,358.72,8.347,96,149.0,8.347,2023-12-05 12:31:22,2023-12-05
Session_2023-12-05,4787.0,cycling,88.0,367.27,8.553,95,129.0,8.553,2023-12-05 12:31:23,2023-12-05
Session_2023-12-05,4914.0,cycling,92.0,375.93,8.656,96,127.0,8.656,2023-12-05 12:31:24,2023-12-05
Session_2023-12-05,5020.0,cycling,90.0,384.63,8.7,95,106.0,8.7,2023-12-05 12:31:25,2023-12-05
Session_2023-12-05,5124.0,cycling,93.0,393.35,8.725,95,104.0,8.725,2023-12-05 12:31:26,2023-12-05
Session_2023-12-05,5230.0,cycling,91.0,402.12,8.769,96,106.0,8.769,2023-12-05 12:31:27,2023-12-05
Session_2023-12-05,5345.0,cycling,94.0,410.96,8.842,96,115.0,8.842,2023-12-05 12:31:28,2023-12-05
Session_2023-12-05,5458.0,cycling,93.0,419.87,8.906,97,113.0,8.906,2023-12-05 12:31:29,2023-12-05
Session_2023-12-05,5569.0,cycling,94.0,428.81,8.942,97,111.0,8.942,2023-12-05 12:31:30,2023-12-05
Session_2023-12-05,5669.0,cycling,94.0,437.76,8.947,97,100.0,8.947,2023-12-05 12:31:31,2023-12-05
Session_2023-12-05,5773.0,cycling,95.0,446.74,8.989,97,104.0,8.989,2023-12-05 12:31:32,2023-12-05
Session_2023-12-05,5862.0,cycling,94.0,455.71,8.969,98,89.0,8.969,2023-12-05 12:31:33,2023-12-05
Session_2023-12-05,5951.0,cycling,95.0,464.65,8.939,98,89.0,8.939,2023-12-05 12:31:34,2023-12-05
Session_2023-12-05,6045.0,cycling,95.0,473.55,8.897,97,94.0,8.897,2023-12-05 12:31:35,2023-12-05
Session_2023-12-05,6143.0,cycling,92.0,482.45,8.897,97,98.0,8.897,2023-12-05 12:31:36,2023-12-05
Session_2023-12-05,6248.0,cycling,93.0,491.38,8.931,97,105.0,8.931,2023-12-05 12:31:37,2023-12-05
Session_2023-12-05,6356.0,cycling,96.0,500.34,8.961,97,108.0,8.961,2023-12-05 12:31:38,2023-12-05
Session_2023-12-05,6455.0,cycling,93.0,509.29,8.956,97,99.0,8.956,2023-12-05 12:31:39,2023-12-05
Session_2023-12-05,6542.0,cycling,95.0,518.2,8.906,97,87.0,8.906,2023-12-05 12:31:40,2023-12-05
Session_2023-12-05,6638.0,cycling,93.0,527.09,8.886,97,96.0,8.886,2023-12-05 12:31:41,2023-12-05
Session_2023-12-05,6737.0,cycling,95.0,535.98,8.894,97,99.0,8.894,2023-12-05 12:31:42,2023-12-05
Session_2023-12-05,6840.0,cycling,93.0,544.89,8.914,97,103.0,8.914,2023-12-05 12:31:43,2023-12-05
Session_2023-12-05,6941.0,cycling,94.0,553.82,8.925,97,101.0,8.925,2023-12-05 12:31:44,2023-12-05
Session_2023-12-05,7044.0,cycling,94.0,562.77,8.947,96,103.0,8.947,2023-12-05 12:31:45,2023-12-05
Session_2023-12-05,7152.0,cycling,94.0,571.74,8.969,96,108.0,8.969,2023-12-05 12:31:46,2023-12-05
Session_2023-12-05,7262.0,cycling,95.0,580.75,9.017,96,110.0,9.017,2023-12-05 12:31:47,2023-12-05
Session_2023-12-05,7364.0,cycling,94.0,589.77,9.017,96,102.0,9.017,2023-12-05 12:31:48,2023-12-05
Session_2023-12-05,7462.0,cycling,95.0,598.78,9.008,96,98.0,9.008,2023-12-05 12:31:49,2023-12-05
Session_2023-12-05,7561.0,cycling,96.0,607.77,8.989,96,99.0,8.989,2023-12-05 12:31:50,2023-12-05
Session_2023-12-05,7662.0,cycling,94.0,616.78,9.008,96,101.0,9.008,2023-12-05 12:31:51,2023-12-05
Session_2023-12-05,7767.0,cycling,95.0,625.81,9.036,96,105.0,9.036,2023-12-05 12:31:52,2023-12-05
Session_2023-12-05,7869.0,cycling,96.0,634.84,9.025,96,102.0,9.025,2023-12-05 12:31:53,2023-12-05
Session_2023-12-05,7969.0,cycling,94.0,643.86,9.028,96,100.0,9.028,2023-12-05 12:31:54,2023-12-05
Session_2023-12-05,8070.0,cycling,95.0,652.89,9.025,95,101.0,9.025,2023-12-05 12:31:55,2023-12-05
Session_2023-12-05,8172.0,cycling,97.0,661.91,9.017,96,102.0,9.017,2023-12-05 12:31:56,2023-12-05
Session_2023-12-05,8270.0,cycling,94.0,670.91,9.008,97,98.0,9.008,2023-12-05 12:31:57,2023-12-05
Session_2023-12-05,8368.0,cycling,94.0,679.91,8.997,98,98.0,8.997,2023-12-05 12:31:58,2023-12-05
Session_2023-12-05,8466.0,cycling,94.0,688.89,8.981,98,98.0,8.981,2023-12-05 12:31:59,2023-12-05
Session_2023-12-05,8563.0,cycling,95.0,697.86,8.972,99,97.0,8.972,2023-12-05 12:32:00,2023-12-05
Session_2023-12-05,8658.0,cycling,94.0,706.81,8.942,99,95.0,8.942,2023-12-05 12:32:01,2023-12-05
Session_2023-12-05,8750.0,cycling,93.0,715.71,8.906,99,92.0,8.906,2023-12-05 12:32:02,2023-12-05
Session_2023-12-05,8848.0,cycling,94.0,724.63,8.922,99,98.0,8.922,2023-12-05 12:32:03,2023-12-05
Session_2023-12-05,8948.0,cycling,93.0,733.56,8.925,99,100.0,8.925,2023-12-05 12:32:04,2023-12-05
Session_2023-12-05,9047.0,cycling,95.0,742.48,8.925,99,99.0,8.925,2023-12-05 12:32:05,2023-12-05
Session_2023-12-05,9146.0,cycling,93.0,751.41,8.922,99,99.0,8.922,2023-12-05 12:32:06,2023-12-05
Session_2023-12-05,9241.0,cycling,94.0,760.31,8.906,99,95.0,8.906,2023-12-05 12:32:07,2023-12-05
Session_2023-12-05,9343.0,cycling,94.0,769.23,8.914,99,102.0,8.914,2023-12-05 12:32:08,2023-12-05
Session_2023-12-05,9444.0,cycling,96.0,778.15,8.925,100,101.0,8.925,2023-12-05 12:32:09,2023-12-05
Session_2023-12-05,9556.0,cycling,93.0,787.12,8.969,100,112.0,8.969,2023-12-05 12:32:10,2023-12-05
Session_2023-12-05,9657.0,cycling,95.0,796.08,8.956,100,101.0,8.956,2023-12-05 12:32:11,2023-12-05
Session_2023-12-05,9751.0,cycling,95.0,805.01,8.933,101,94.0,8.933,2023-12-05 12:32:12,2023-12-05
Session_2023-12-05,9847.0,cycling,93.0,813.93,8.922,101,96.0,8.922,2023-12-05 12:32:13,2023-12-05
Session_2023-12-05,9940.0,cycling,93.0,822.82,8.886,101,93.0,8.886,2023-12-05 12:32:14,2023-12-05
Session_2023-12-05,10037.0,cycling,93.0,831.7,8.886,100,97.0,8.886,2023-12-05 12:32:15,2023-12-05
Session_2023-12-05,10130.0,cycling,93.0,840.56,8.861,100,93.0,8.861,2023-12-05 12:32:16,2023-12-05
Session_2023-12-05,10222.0,cycling,92.0,849.41,8.842,100,92.0,8.842,2023-12-05 12:32:17,2023-12-05
Session_2023-12-05,10327.0,cycling,94.0,858.28,8.869,99,105.0,8.869,2023-12-05 12:32:18,2023-12-05
Session_2023-12-05,10440.0,cycling,96.0,867.22,8.947,99,113.0,8.947,2023-12-05 12:32:19,2023-12-05
Session_2023-12-05,10559.0,cycling,83.0,876.27,9.044,99,119.0,9.044,2023-12-05 12:32:20,2023-12-05
Session_2023-12-05,10676.0,cycling,82.0,885.43,9.167,98,117.0,9.167,2023-12-05 12:32:21,2023-12-05
Session_2023-12-05,10781.0,cycling,84.0,894.61,9.181,98,105.0,9.181,2023-12-05 12:32:22,2023-12-05
Session_2023-12-05,10881.0,cycling,81.0,903.8,9.183,98,100.0,9.183,2023-12-05 12:32:23,2023-12-05
Session_2023-12-05,10985.0,cycling,83.0,912.97,9.175,97,104.0,9.175,2023-12-05 12:32:24,2023-12-05
Session_2023-12-05,11077.0,cycling,82.0,922.09,9.122,97,92.0,9.122,2023-12-05 12:32:25,2023-12-05
Session_2023-12-05,11169.0,cycling,83.0,931.18,9.083,97,92.0,9.083,2023-12-05 12:32:26,2023-12-05
Session_2023-12-05,11260.0,cycling,82.0,940.21,9.033,97,91.0,9.033,2023-12-05 12:32:27,2023-12-05
Session_2023-12-05,11356.0,cycling,83.0,949.23,9.017,96,96.0,9.017,2023-12-05 12:32:28,2023-12-05
Session_2023-12-05,11458.0,cycling,82.0,958.26,9.033,96,102.0,9.033,2023-12-05 12:32:29,2023-12-05
Session_2023-12-05,11565.0,cycling,82.0,967.33,9.064,96,107.0,9.064,2023-12-05 12:32:30,2023-12-05
Session_2023-12-05,11668.0,cycling,82.0,976.4,9.078,95,103.0,9.078,2023-12-05 12:32:31,2023-12-05
Session_2023-12-05,11766.0,cycling,83.0,985.47,9.069,95,98.0,9.069,2023-12-05 12:32:32,2023-12-05
Session_2023-12-05,11874.0,cycling,82.0,994.57,9.094,95,108.0,9.094,2023-12-05 12:32:33,2023-12-05
Session_2023-12-05,11979.0,cycling,84.0,1003.67,9.103,96,105.0,9.103,2023-12-05 12:32:34,2023-12-05
Session_2023-12-05,12078.0,cycling,82.0,1012.76,9.086,96,99.0,9.086,2023-12-05 12:32:35,2023-12-05
Session_2023-12-05,12180.0,cycling,83.0,1021.84,9.083,96,102.0,9.083,2023-12-05 12:32:36,2023-12-05
Session_2023-12-05,12285.0,cycling,83.0,1030.94,9.103,96,105.0,9.103,2023-12-05 12:32:37,2023-12-05
Session_2023-12-05,12391.0,cycling,81.0,1040.07,9.131,97,106.0,9.131,2023-12-05 12:32:38,2023-12-05
Session_2023-12-05,12497.0,cycling,83.0,1049.21,9.142,96,106.0,9.142,2023-12-05 12:32:39,2023-12-05
Session_2023-12-05,12603.0,cycling,83.0,1058.36,9.147,97,106.0,9.147,2023-12-05 12:32:40,2023-12-05
Session_2023-12-05,12708.0,cycling,84.0,1067.53,9.167,97,105.0,9.167,2023-12-05 12:32:41,2023-12-05
Session_2023-12-05,12812.0,cycling,83.0,1076.69,9.161,97,104.0,9.161,2023-12-05 12:32:42,2023-12-05
Session_2023-12-05,12915.0,cycling,83.0,1085.86,9.167,96,103.0,9.167,2023-12-05 12:32:43,2023-12-05
Session_2023-12-05,13016.0,cycling,85.0,1095.02,9.167,97,101.0,9.167,2023-12-05 12:32:44,2023-12-05
Session_2023-12-05,13123.0,cycling,83.0,1104.2,9.175,98,107.0,9.175,2023-12-05 12:32:45,2023-12-05
Session_2023-12-05,13224.0,cycling,83.0,1113.37,9.169,98,101.0,9.169,2023-12-05 12:32:46,2023-12-05
Session_2023-12-05,13330.0,cycling,83.0,1122.55,9.183,98,106.0,9.183,2023-12-05 12:32:47,2023-12-05
Session_2023-12-05,13437.0,cycling,83.0,1131.75,9.203,98,107.0,9.203,2023-12-05 12:32:48,2023-12-05
Session_2023-12-05,13543.0,cycling,84.0,1140.97,9.219,98,106.0,9.219,2023-12-05 12:32:49,2023-12-05
Session_2023-12-05,13648.0,cycling,84.0,1150.19,9.219,99,105.0,9.219,2023-12-05 12:32:50,2023-12-05
Session_2023-12-05,13758.0,cycling,83.0,1159.44,9.247,99,110.0,9.247,2023-12-05 12:32:51,2023-12-05
Session_2023-12-05,13867.0,cycling,83.0,1168.69,9.256,99,109.0,9.256,2023-12-05 12:32:52,2023-12-05
Session_2023-12-05,13971.0,cycling,84.0,1177.96,9.267,99,104.0,9.267,2023-12-05 12:32:53,2023-12-05
Session_2023-12-05,14079.0,cycling,85.0,1187.23,9.267,99,108.0,9.267,2023-12-05 12:32:54,2023-12-05
Session_2023-12-05,14178.0,cycling,83.0,1196.48,9.256,99,99.0,9.256,2023-12-05 12:32:55,2023-12-05
Session_2023-12-05,14276.0,cycling,84.0,1205.72,9.239,98,98.0,9.239,2023-12-05 12:32:56,2023-12-05
Session_2023-12-05,14396.0,cycling,86.0,1215.06,9.339,98,120.0,9.339,2023-12-05 12:32:57,2023-12-05
Session_2023-12-05,14506.0,cycling,84.0,1224.44,9.378,98,110.0,9.378,2023-12-05 12:32:58,2023-12-05
Session_2023-12-05,14611.0,cycling,84.0,1233.8,9.358,97,105.0,9.358,2023-12-05 12:32:59,2023-12-05
Session_2023-12-05,14714.0,cycling,85.0,1243.14,9.339,97,103.0,9.339,2023-12-05 12:33:00,2023-12-05
Session_2023-12-05,14813.0,cycling,85.0,1252.46,9.322,97,99.0,9.322,2023-12-05 12:33:01,2023-12-05
Session_2023-12-05,14914.0,cycling,83.0,1261.77,9.308,97,101.0,9.308,2023-12-05 12:33:02,2023-12-05
Session_2023-12-05,15013.0,cycling,83.0,1271.06,9.294,97,99.0,9.294,2023-12-05 12:33:03,2023-12-05
Session_2023-12-05,15112.0,cycling,83.0,1280.33,9.267,97,99.0,9.267,2023-12-05 12:33:04,2023-12-05
Session_2023-12-05,15208.0,cycling,84.0,1289.56,9.228,98,96.0,9.228,2023-12-05 12:33:05,2023-12-05
Session_2023-12-05,15312.0,cycling,84.0,1298.78,9.219,97,104.0,9.219,2023-12-05 12:33:06,2023-12-05
Session_2023-12-05,15422.0,cycling,84.0,1308.03,9.256,97,110.0,9.256,2023-12-05 12:33:07,2023-12-05
Session_2023-12-05,15524.0,cycling,84.0,1317.29,9.258,96,102.0,9.258,2023-12-05 12:33:08,2023-12-05
Session_2023-12-05,15625.0,cycling,83.0,1326.56,9.267,95,101.0,9.267,2023-12-05 12:33:09,2023-12-05
Session_2023-12-05,15736.0,cycling,85.0,1335.85,9.294,95,111.0,9.294,2023-12-05 12:33:10,2023-12-05
Session_2023-12-05,15847.0,cycling,83.0,1345.17,9.322,94,111.0,9.322,2023-12-05 12:33:11,2023-12-05
Session_2023-12-05,15953.0,cycling,86.0,1354.5,9.322,94,106.0,9.322,2023-12-05 12:33:12,2023-12-05
Session_2023-12-05,16063.0,cycling,85.0,1363.85,9.35,94,110.0,9.35,2023-12-05 12:33:13,2023-12-05
Session_2023-12-05,16172.0,cycling,85.0,1373.23,9.386,95,109.0,9.386,2023-12-05 12:33:14,2023-12-05
Session_2023-12-05,16276.0,cycling,85.0,1382.7,9.472,95,104.0,9.472,2023-12-05 12:33:15,2023-12-05
Session_2023-12-05,16366.0,cycling,87.0,1392.21,9.508,95,90.0,9.508,2023-12-05 12:33:16,2023-12-05
Session_2023-12-05,16456.0,cycling,87.0,1401.7,9.492,94,90.0,9.492,2023-12-05 12:33:17,2023-12-05
Session_2023-12-05,16548.0,cycling,86.0,1411.14,9.433,94,92.0,9.433,2023-12-05 12:33:18,2023-12-05
Session_2023-12-05,16646.0,cycling,86.0,1420.55,9.414,93,98.0,9.414,2023-12-05 12:33:19,2023-12-05
Session_2023-12-05,16749.0,cycling,85.0,1429.95,9.397,93,103.0,9.397,2023-12-05 12:33:20,2023-12-05
Session_2023-12-05,16854.0,cycling,87.0,1439.35,9.397,93,105.0,9.397,2023-12-05 12:33:21,2023-12-05
Session_2023-12-05,16962.0,cycling,83.0,1448.77,9.425,93,108.0,9.425,2023-12-05 12:33:22,2023-12-05
Session_2023-12-05,17069.0,cycling,86.0,1458.18,9.414,93,107.0,9.414,2023-12-05 12:33:23,2023-12-05
Session_2023-12-05,17177.0,cycling,86.0,1467.62,9.433,94,108.0,9.433,2023-12-05 12:33:24,2023-12-05
Session_2023-12-05,17280.0,cycling,85.0,1477.03,9.414,96,103.0,9.414,2023-12-05 12:33:25,2023-12-05
Session_2023-12-05,17382.0,cycling,86.0,1486.45,9.414,97,102.0,9.414,2023-12-05 12:33:26,2023-12-05
Session_2023-12-05,17489.0,cycling,86.0,1495.86,9.419,98,107.0,9.419,2023-12-05 12:33:27,2023-12-05
Session_2023-12-05,17591.0,cycling,85.0,1505.27,9.406,98,102.0,9.406,2023-12-05 12:33:28,2023-12-05
Session_2023-12-05,17685.0,cycling,85.0,1514.63,9.358,98,94.0,9.358,2023-12-05 12:33:29,2023-12-05
Session_2023-12-05,17782.0,cycling,85.0,1523.96,9.331,98,97.0,9.331,2023-12-05 12:33:30,2023-12-05
Session_2023-12-05,17881.0,cycling,85.0,1533.26,9.303,98,99.0,9.303,2023-12-05 12:33:31,2023-12-05
Session_2023-12-05,17983.0,cycling,84.0,1542.56,9.3,97,102.0,9.3,2023-12-05 12:33:32,2023-12-05
Session_2023-12-05,18088.0,cycling,84.0,1551.86,9.294,96,105.0,9.294,2023-12-05 12:33:33,2023-12-05
Session_2023-12-05,18193.0,cycling,85.0,1561.17,9.311,96,105.0,9.311,2023-12-05 12:33:34,2023-12-05
Session_2023-12-05,18297.0,cycling,85.0,1570.48,9.311,96,104.0,9.311,2023-12-05 12:33:35,2023-12-05
Session_2023-12-05,18401.0,cycling,85.0,1579.79,9.311,96,104.0,9.311,2023-12-05 12:33:36,2023-12-05
Session_2023-12-05,18502.0,cycling,85.0,1589.09,9.303,97,101.0,9.303,2023-12-05 12:33:37,2023-12-05
Session_2023-12-05,18601.0,cycling,84.0,1598.38,9.283,97,99.0,9.283,2023-12-05 12:33:38,2023-12-05
Session_2023-12-05,18700.0,cycling,84.0,1607.66,9.283,97,99.0,9.283,2023-12-05 12:33:39,2023-12-05
Session_2023-12-05,18805.0,cycling,86.0,1616.94,9.283,97,105.0,9.283,2023-12-05 12:33:40,2023-12-05
Session_2023-12-05,18913.0,cycling,83.0,1626.25,9.303,96,108.0,9.303,2023-12-05 12:33:41,2023-12-05
Session_2023-12-05,19020.0,cycling,85.0,1635.55,9.303,96,107.0,9.303,2023-12-05 12:33:42,2023-12-05
Session_2023-12-05,19123.0,cycling,85.0,1644.84,9.294,95,103.0,9.294,2023-12-05 12:33:43,2023-12-05
Session_2023-12-05,19226.0,cycling,84.0,1654.14,9.3,95,103.0,9.3,2023-12-05 12:33:44,2023-12-05
Session_2023-12-05,19334.0,cycling,85.0,1663.46,9.322,95,108.0,9.322,2023-12-05 12:33:45,2023-12-05
Session_2023-12-05,19440.0,cycling,84.0,1672.79,9.322,95,106.0,9.322,2023-12-05 12:33:46,2023-12-05
Session_2023-12-05,19544.0,cycling,86.0,1682.11,9.322,95,104.0,9.322,2023-12-05 12:33:47,2023-12-05
Session_2023-12-05,19648.0,cycling,86.0,1691.44,9.331,95,104.0,9.331,2023-12-05 12:33:48,2023-12-05
Session_2023-12-05,19751.0,cycling,84.0,1700.76,9.322,95,103.0,9.322,2023-12-05 12:33:49,2023-12-05
Session_2023-12-05,19851.0,cycling,85.0,1710.06,9.294,95,100.0,9.294,2023-12-05 12:33:50,2023-12-05
Session_2023-12-05,19957.0,cycling,85.0,1719.37,9.311,94,106.0,9.311,2023-12-05 12:33:51,2023-12-05
Session_2023-12-05,20062.0,cycling,84.0,1728.68,9.311,94,105.0,9.311,2023-12-05 12:33:52,2023-12-05
Session_2023-12-05,20166.0,cycling,85.0,1737.99,9.311,94,104.0,9.311,2023-12-05 12:33:53,2023-12-05
Session_2023-12-05,20276.0,cycling,84.0,1747.34,9.35,94,110.0,9.35,2023-12-05 12:33:54,2023-12-05
Session_2023-12-05,20382.0,cycling,86.0,1756.69,9.35,94,106.0,9.35,2023-12-05 12:33:55,2023-12-05
Session_2023-12-05,20492.0,cycling,85.0,1766.07,9.378,94,110.0,9.378,2023-12-05 12:33:56,2023-12-05
Session_2023-12-05,20599.0,cycling,85.0,1775.45,9.386,94,107.0,9.386,2023-12-05 12:33:57,2023-12-05
Session_2023-12-05,20708.0,cycling,85.0,1784.86,9.406,94,109.0,9.406,2023-12-05 12:33:58,2023-12-05
Session_2023-12-05,20813.0,cycling,86.0,1794.26,9.406,94,105.0,9.406,2023-12-05 12:33:59,2023-12-05
Session_2023-12-05,20922.0,cycling,85.0,1803.68,9.414,94,109.0,9.414,2023-12-05 12:34:00,2023-12-05
Session_2023-12-05,21027.0,cycling,85.0,1813.1,9.425,94,105.0,9.425,2023-12-05 12:34:01,2023-12-05
Session_2023-12-05,21140.0,cycling,87.0,1822.56,9.461,94,113.0,9.461,2023-12-05 12:34:02,2023-12-05
Session_2023-12-05,21249.0,cycling,85.0,1832.04,9.472,95,109.0,9.472,2023-12-05 12:34:03,2023-12-05
Session_2023-12-05,21355.0,cycling,87.0,1841.52,9.481,95,106.0,9.481,2023-12-05 12:34:04,2023-12-05
Session_2023-12-05,21469.0,cycling,86.0,1851.02,9.5,95,114.0,9.5,2023-12-05 12:34:05,2023-12-05
Session_2023-12-05,21583.0,cycling,85.0,1860.55,9.531,95,114.0,9.531,2023-12-05 12:34:06,2023-12-05
Session_2023-12-05,21684.0,cycling,86.0,1870.03,9.481,95,101.0,9.481,2023-12-05 12:34:07,2023-12-05
Session_2023-12-05,21787.0,cycling,86.0,1879.49,9.461,95,103.0,9.461,2023-12-05 12:34:08,2023-12-05
Session_2023-12-05,21893.0,cycling,86.0,1888.96,9.472,95,106.0,9.472,2023-12-05 12:34:09,2023-12-05
Session_2023-12-05,22000.0,cycling,86.0,1898.43,9.472,95,107.0,9.472,2023-12-05 12:34:10,2023-12-05
Session_2023-12-05,22106.0,cycling,87.0,1907.91,9.472,95,106.0,9.472,2023-12-05 12:34:11,2023-12-05
Session_2023-12-05,22209.0,cycling,84.0,1917.35,9.444,96,103.0,9.444,2023-12-05 12:34:12,2023-12-05
Session_2023-12-05,22310.0,cycling,87.0,1926.78,9.433,96,101.0,9.433,2023-12-05 12:34:13,2023-12-05
Session_2023-12-05,22416.0,cycling,84.0,1936.21,9.425,96,106.0,9.425,2023-12-05 12:34:14,2023-12-05
Session_2023-12-05,22513.0,cycling,85.0,1945.59,9.378,96,97.0,9.378,2023-12-05 12:34:15,2023-12-05
Session_2023-12-05,22615.0,cycling,85.0,1954.97,9.386,96,102.0,9.386,2023-12-05 12:34:16,2023-12-05
Session_2023-12-05,22719.0,cycling,87.0,1964.34,9.367,96,104.0,9.367,2023-12-05 12:34:17,2023-12-05
Session_2023-12-05,22826.0,cycling,85.0,1973.73,9.386,96,107.0,9.386,2023-12-05 12:34:18,2023-12-05
Session_2023-12-05,22933.0,cycling,85.0,1983.11,9.386,95,107.0,9.386,2023-12-05 12:34:19,2023-12-05
Session_2023-12-05,23038.0,cycling,86.0,1992.51,9.397,96,105.0,9.397,2023-12-05 12:34:20,2023-12-05
Session_2023-12-05,23141.0,cycling,85.0,2001.9,9.386,96,103.0,9.386,2023-12-05 12:34:21,2023-12-05
